	Unnamed: 0	Description	LRPNo	LRPType	LatitudeDec	LongitudeDec	Road	RoadChainage	replaced
27916	18	Bridge start	LRP008c	Bridge	22.2056389	92.2702771	Z1813	7.832999999999998	
27917	19	Bridge end	LRP008d	Bridge	22.2056389	92.2703882	Z1813	7.8439999999999985	
27918	20	Rowangchhari 12 km	LRP009	Km Post	22.2049722	92.2726382	Z1813	8.128	
27919	21	Rowangchhari 11 km	LRP010	Km Post	22.1984997	92.2763327	Z1813	9.116	
27920	22	Bridge start	LRP010a	Bridge	22.194833	92.2805549	Z1813	10.102	
27921	23	Bridge end	LRP010b	Bridge	22.1949163	92.2806382	Z1813	10.116	
27922	24	Rowangchhari 10 km	LRP011	Km Post	22.196583	92.2809993	Z1813	10.169	
27923	25	Bridge start	LRP011a	Bridge	22.1962774	92.2823882	Z1813	10.368	
27924	26	Bridge end	LRP011b	Bridge	22.196333	92.2825271	Z1813	10.383	
27925	27	Box culvert	LRP011c	Culvert	22.195444100000003	92.2874163	Z1813	10.979	
27926	28	Rowangchhari 9 km	LRP012	Km Post	22.1956941	92.2889997	Z1813	11.168	
27927	29	Box Culvert	LRP012a	Culvert	22.1957497	92.2891941	Z1813	11.192	
27928	30	Bridge start	LRP012b	Bridge	22.1960274	92.2908608	Z1813	11.375	
27929	31	Bridge end	LRP012c	Bridge	22.1961108	92.291083	Z1813	11.404000000000002	
27930	32	Box Culvert	LRP012d	Culvert	22.196833	92.2924441	Z1813	11.572	
27931	33	Box Culvert	LRP012e	Culvert	22.1960552	92.2949441	Z1813	11.845999999999998	
27932	34	Rowangchhari 8 km	LRP013	Km Post	22.1985552	92.2968052	Z1813	12.118	
27933	35	Bridge start	LRP013a	Bridge	22.1984997	92.2970552	Z1813	12.16	
27934	36	Bridge end	LRP013b	Bridge	22.1983886	92.2972497	Z1813	12.186	
27935	37	Bridge start	LRP013c	Bridge	22.197833	92.29794415	Z1813	12.369000000000002	True
27936	38	Bridge end	LRP013d	Bridge	22.1977774	92.2986386	Z1813	12.396	
27937	39	Bridge start	LRP013e	Bridge	22.197333	92.3001944	Z1813	12.573	
27938	40	Bridge end	LRP013f	Bridge	22.197333	92.3003611	Z1813	12.593	
27939	41	Box Culvert	LRP013g	Culvert	22.1968886	92.3011111	Z1813	12.698	
27940	42	Bridge start	LRP013h	Bridge	22.1961386	92.3033056	Z1813	12.945	
27941	43	Bridge end	LRP013i	Bridge	22.1961108	92.3033889	Z1813	12.96	
27942	44	Rowangchhari 7 km	LRP014	Km Post	22.195833	92.3049444	Z1813	13.125	
27943	45	Box Culvert	LRP014a	Culvert	22.195583	92.3056944	Z1813	13.213	
27944	46	Km post missing	LRP015	Km Post	22.1952219	92.31363890000002	Z1813	14.125	
27945	47	Rowangchhari 5 km	LRP016	Km Post	22.1924719	92.3213604	Z1813	15.099	
27946	48	Box Culvert	LRP016a	Culvert	22.1946386	92.3291938	Z1813	16.051	
27947	49	Km post missing	LRP017	Km Post	22.1944441	92.3299716	Z1813	16.099	
27948	50	Box Culvert	LRP017a	Culvert	22.1951941	92.330666	Z1813	16.21	
27949	51	Slab Culvert	LRP017b	Culvert	22.1912219	92.3331382	Z1813	16.877	
27950	52	Rowangchhari 4 km	LRP018	Km Post	22.1913052	92.3342497	Z1813	17.073	
27951	53	Box Culvert	LRP018a	Culvert	22.1911663	92.3344719	Z1813	17.102999999999998	
27952	54	Box Culvert	LRP018b	Culvert	22.189444100000006	92.3361663	Z1813	17.387999999999998	
27953	55	Pipe Culvert	LRP018c	Culvert	22.1838608	92.3368608	Z1813	18.063	
27954	56	Info missing	LRP019	Km Post	22.1835274	92.3367497	Z1813	18.104	
27955	57	Box Culvert	LRP019a	Culvert	22.1831382	92.3363052	Z1813	18.177	
27956	58	Box Culvert	LRP019b	Culvert	22.1803604	92.3368886	Z1813	18.504	
27957	59	Box Culvert	LRP019c	Culvert	22.1790827	92.3364719	Z1813	18.654	
27958	60	Rowangchhari 1 km	LRP020	Km Post	22.1758604	92.3359719	Z1813	19.05	
27959	61	Bridge start	LRP020a	Bridge	22.1758327	92.3359719	Z1813	19.051	
27960	62	Bridge end	LRP020b	Bridge	22.1750271	92.3366941	Z1813	19.169	
27961	63	Slab Culvert	LRP020c	Culvert	22.1742771	92.336833	Z1813	19.262	
27962	64	Slab Culvert	LRP020d	Culvert	22.1712771	92.339333	Z1813	19.714	
27963	65	End of Bituminous road	LRP020e	Others	22.1712771	92.339333	Z1813	19.715	
27964	66	Box Culvert	LRP020f	Culvert	22.170499300000003	92.3402219	Z1813	19.872	
27965	67	Km post missing	LRP021	Km Post	22.1690271	92.3406108	Z1813	20.05	
27966	68	Box culvert	LRP021a	Culvert	22.1652222	92.3416941	Z1813	20.787	
27967	69	Km post missing	LRP022	Km Post	22.1643889	92.3417497	Z1813	21.05	
27968	70	Km post missing	LRP023	Km Post	22.16025	92.342833	Z1813	22.05	
27969	71	Box culvert	LRP023a	Culvert	22.1570833	92.3416386	Z1813	22.422	
27970	72	Km post missing	LRP024	Km Post	22.1556111	92.3436941	Z1813	23.05	
27971	73	Km post missing	LRP025	Km Post	22.1514167	92.3409719	Z1813	24.05	
27972	74	Km post missing	LRP026	Km Post	22.1457774	92.3408886	Z1813	25.05	
27973	75	Km post missing	LRP027	Km Post	22.140833	92.3422774	Z1813	26.05	
27974	76	Km post missing	LRP028	Km Post	22.1393608	92.3467774	Z1813	27.05	
27975	77	Km post missing	LRP029	Km Post	22.1394997	92.3522778	Z1813	28.05	
27976	78	Km post missing	LRP030	Km Post	22.1394997	92.3522778	Z1813	29.05	
27977	79	Km post missing	LRP031	Km Post	22.138333	92.3635833	Z1813	30.05	
27978	80	Km post missing	LRP032	Km Post	22.141388600000006	92.3683049	Z1813	31.05	
27979	81	Km post missing	LRP033	Km Post	22.1426108	92.370666	Z1813	32.05	
27980	82	Km post missing	LRP034	Km Post	22.1398052	92.37405490000002	Z1813	33.05	
27981	83	Km post missing	LRP035	Km Post	22.1341941	92.3751104	Z1813	34.05	
27982	84	Km post missing	LRP036	Km Post	22.1303049	92.3776382	Z1813	35.05	
27983	85	Km post missing	LRP037	Km Post	22.1253049	92.3791382	Z1813	36.05	
27984	86	Start of earthen road	LRP037a	Others	22.1248882	92.37780490000002	Z1813	36.12	
27985	87	Km post missing	LRP038	Km Post	22.1198604	92.3782771	Z1813	37.05	
27986	88	Km post missing	LRP039	Km Post	22.11175	92.3734993	Z1813	38.05	
27987	89	Km post missing	LRP040	Km Post	22.11175	92.3734993	Z1813	39.05	
27988	90	Km post missing	LRP041	Km Post	22.1069167	92.3760271	Z1813	40.05	
27989	91	Km post missing	LRP042	Km Post	22.1018611	92.3782493	Z1813	41.05	
27990	92	Km post missing	LRP043	Km Post	22.0981108	92.3800827	Z1813	42.05	
27991	93	Km post missing	LRP044	Km Post	22.0981108	92.3800827	Z1813	43.05	
27992	94	River starts	LRP044a	Others	22.0866108	92.3817493	Z1813	44.05	
27993	95	River ends	LRP044b	Others	22.0861663	92.3823327	Z1813	44.353	
27994	96	Km post missing	LRP045	Km Post	22.0875274	92.3789716	Z1813	44.468	
27995	97	Km post missing	LRP046	Km Post	22.0859719	92.3833886	Z1813	45.05	
27996	98	Km post missing	LRP047	Km Post	22.080499300000003	92.38322159999998	Z1813	46.05	
27997	99	Km post missing	LRP048	Km Post	22.0739716	92.3851663	Z1813	47.05	
27998	100	Km post missing	LRP049	Km Post	22.0705271	92.3834441	Z1813	48.05	
27999	101	Start of Brick soling road	LRP049a	Others	22.0674438	92.3835274	Z1813	48.85	
28000	102	Km post missing	LRP050	Km Post	22.0659167	92.3831104	Z1813	49.05	
28001	103	The road ends Intersecting Z112 at Ruma	LRPE	Others	22.06125	92.3833049	Z1813	50.0	
28002	0	Start of Road from R161 at Bangalhalia.	LRPS	Others	22.3755271	92.1443052	Z1814	0.0	
28003	1	Box culvert	LRPSa	Culvert	22.3752771	92.14452740000002	Z1814	0.038	
28004	2	Box culvert	LRPSb	Culvert	22.3742493	92.1454441	Z1814	0.194	
28005	3	Information missing	LRP001	Km Post	22.374416	92.1516389	Z1814	1.017	
28006	4	Km post missing	LRP002	Km Post	22.3779716	92.1591389	Z1814	2.017	
28007	5	Information missing	LRP003	Km Post	22.3712216	92.1584167	Z1814	3.0	
28008	6	Baily Bridge start	LRP003a	Bridge	22.3711104	92.1585278	Z1814	3.019	
28009	7	Baily Bridge end	LRP003b	Bridge	22.3709716	92.15875	Z1814	3.044	
28010	8	Box culvert	LRP003c	Culvert	22.3706382	92.1591667	Z1814	3.104	
28011	9	Box culvert	LRP003d	Culvert	22.366999300000003	92.159	Z1814	3.584	
28012	10	Km post missing	LRP004	Km Post	22.36425	92.1615278	Z1814	4.0	
28013	11	Rajasthalia 15 km	LRP005	Km Post	22.362777800000003	92.1700827	Z1814	4.988	
28014	12	Km post missing	LRP006	Km Post	22.3661389	92.177166	Z1814	5.988	
28015	13	Km post missing	LRP007	Km Post	22.3665833	92.1845274	Z1814	6.988	
28016	14	Km post missing	LRP008	Km Post	22.3596111	92.1872774	Z1814	7.987999999999999	
28017	15	Km post missing	LRP009	Km Post	22.3580278	92.1934441	Z1814	8.988	
28018	16	Information missing	LRP010	Km Post	22.3508333	92.1936108	Z1814	9.954	
28019	17	Into covered	LRP011	Km Post	22.3425274	92.194083	Z1814	10.956	
28020	18	Rajasthalia 8 km	LRP012	Km Post	22.3415552	92.20225	Z1814	11.964	
28021	19	Km post missing	LRP013	Km Post	22.3441108	92.2092222	Z1814	12.964	
28022	20	Rajasthali 6 km	LRP014	Km Post	22.3515833	92.2118611	Z1814	13.989	
28023	21	Km post missing	LRP015	Km Post	22.352277800000003	92.2206938	Z1814	14.989	
28024	22	Km post missing	LRP016	Km Post	22.355583300000006	92.2283327	Z1814	15.989	
28025	23	Km post missing	LRP017	Km Post	22.3597222	92.2354719	Z1814	16.989	
28026	24	Baily Bridge start	LRP017a	Bridge	22.3640833	92.238083	Z1814	17.64	
28027	25	Baily Bridge end	LRP017b	Bridge	22.3639722	92.2384719	Z1814	17.687	
28028	26	Information missing	LRP018	Km Post	22.3651389	92.24127740000002	Z1814	18.099	
28029	27	Information missing	LRP019	Km Post	22.3645278	92.2501111	Z1814	18.922	
28030	28	Baily Bridge start	LRP019a	Bridge	22.3679716	92.2550833	Z1814	19.623	
28031	29	Baily Bridge end	LRP019b	Bridge	22.3684438	92.2552222	Z1814	19.68	
28032	30	Information missing	LRP020	Km Post	22.368499300000003	92.2552778	Z1814	19.681	
28033	31	End of Bituminous road	LRP020a	Bridge	22.3709716	92.2556389	Z1814	20.01	
28034	32	Km post missing	LRP021	Km Post	22.3725271	92.2611667	Z1814	20.681	
28035	33	Km post missing	LRP022	Km Post	22.3710549	92.2699716	Z1814	21.68	
28036	34	Km post missing	LRP023	Km Post	22.3701382	92.2770549	Z1814	22.68	
28037	35	The road ahead is not accessible	LRP023a	Others	22.3707771	92.2812216	Z1814	23.221	
28039	0	Road start from R140 at Doabhanga bazar ,Chadpur.	LRPS	Others	23.2480552	90.9491386	Z1824	0.0	
28040	1	Rail cross	LRPSa	Rail Road Crossing	23.2444997	90.9499719	Z1824	0.425	
28041	2	Box Culvert	LRPSb	Culvert	23.2442774	90.9499163	Z1824	0.453	
28042	3	Km post missing	LRP001	Km Post	23.239444100000004	90.9505833	Z1824	1.0	
28043	4	Box Culvert	LRP001a	Culvert	23.2386108	90.95075	Z1824	1.095	
28044	5	Box Culvert	LRP001b	Culvert	23.2325827	90.9501944	Z1824	1.925	
28045	6	Km post missing	LRP002	Km Post	23.2331382	90.9504167	Z1824	2.0	
28046	7	Z1430	LRP002a	Side Road, Left	23.224916	90.9503889	Z1824	2.792	
28047	8	Bridge start	LRP002b	Bridge	23.2246938	90.9489719	Z1824	2.946	
28048	9	Bridge end	LRP002c	Bridge	23.2246382	90.9488886	Z1824	2.959	
28049	10	Km post missing	LRP003	Km Post	23.224666	90.9484719	Z1824	3.0	
28050	11	Km post missing	LRP004	Km Post	23.2176938	90.9459441	Z1824	4.0	
28051	12	Box culvert	LRP004a	Culvert	23.2149444	90.9434163	Z1824	4.48	
28052	13	Km post missing	LRP005	Km Post	23.2109167	90.9429441	Z1824	5.0	
28053	14	Box Culvert	LRP005a	Culvert	23.20925	90.9419997	Z1824	5.285	
28054	15	Bridge start	LRP005b	Bridge	23.207	90.938333	Z1824	5.825	
28055	16	Bridge end	LRP005c	Bridge	23.20625	90.9380552	Z1824	5.915	
28056	17	Km post missing	LRP006	Km Post	23.2055833	90.9376108	Z1824	6.0	
28057	18	Box Culvert	LRP006a	Culvert	23.2055278	90.9336386	Z1824	6.45	
28058	19	Km post missing	LRP007	Km Post	23.2021111	90.9298327	Z1824	7.0	
28059	20	Km post missing	LRP008	Km Post	23.1936663	90.9274993	Z1824	8.0	
28060	21	Km post missing	LRP009	Km Post	23.1850274	90.9266382	Z1824	9.0	
28061	22	Bridge start	LRP009a	Bridge	23.180971600000003	90.9258604	Z1824	9.475	
28062	23	Bridge end	LRP009b	Bridge	23.1808882	90.9258604	Z1824	9.49	
28063	24	Km post missing	LRP010	Km Post	23.176916	90.9233604	Z1824	10.0	
28064	25	Box Culvert	LRP010a	Culvert	23.1743882	90.923416	Z1824	10.285	
28065	26	Box Culvert	LRP010b	Culvert	23.1690271	90.9231382	Z1824	10.9	
28066	27	Km post missing	LRP011	Km Post	23.1680549	90.923166	Z1824	11.0	
28067	28	Km post missing	LRP012	Km Post	23.1598056	90.9217493	Z1824	12.0	
28068	29	Box Culvert	LRP012a	Culvert	23.1544444	90.9187771	Z1824	12.815	
28069	30	Km post missing	LRP013	Km Post	23.1526944	90.9188604	Z1824	13.0	
28070	31	Box Culvert/ Start Laxmipur road Division	LRP013a	Culvert	23.1459997	90.9158889	Z1824	13.9	
28071	32	Box Culvert/ Start Laxmipur road Division	LRP013a	Culvert	23.1459997	90.9158889	Z1824	13.9	
28072	33	Km post missing	LRP014	Km Post	23.145083	90.9158333	Z1824	14.0	
28073	34	Box Culvert	LRP014a	Culvert	23.1391663	90.9156667	Z1824	14.675	
28074	35	Km post missing	LRP015	Km Post	23.1361941	90.9156389	Z1824	15.0	
28075	36	Bridge start	LRP015a	Bridge	23.1310827	90.9157222	Z1824	15.58	
28076	37	Bridge end	LRP015b	Bridge	23.130999300000006	90.9157222	Z1824	15.593	
28077	38	End of road with Z1407 at Paniwala Bazar.	LRPE	Others	23.1309438	90.9157222	Z1824	15.611	
28078	0	Road start from N208 Moulvibazar at Chowmohora.	LRPS	Others	24.4909719	91.7745549	Z2002	0.0	
28079	1	Box Culvert	LRPSa	Culvert	24.4911663	91.7783049	Z2002	0.413	
28080	2	Chatla 33 Km	LRP001	Km Post	24.4912774	91.7841663	Z2002	1.03	
28081	3	Km post missing	LRP002	Km Post	24.4893052	91.7939719	Z2002	2.03	
28082	4	Box Culvert	LRP002a	Culvert	24.4891108	91.7944163	Z2002	2.05	
28083	5	Box Culvert	LRP002b	Culvert	24.4865552	91.8014167	Z2002	2.849	
28084	6	Km post missing	LRP003	Km Post	24.4859719	91.8031389	Z2002	3.03	
28085	7	Box Culvert	LRP003a	Culvert	24.4839441	91.8091667	Z2002	3.685	
28086	8	Box Culvert	LRP003b	Culvert	24.4832771	91.8110556	Z2002	3.891	
28087	9	Chatla 30 Km	LRP004	Km Post	24.4825271	91.8121389	Z2002	4.03	
28088	10	Box Culvert	LRP004a	Culvert	24.477416	91.8190549	Z2002	4.935	
28089	11	Chatla 29 Km	LRP005	Km Post	24.4767216	91.8196382	Z2002	5.03	
28090	12	Box Culvert	LRP005a	Culvert	24.4711938	91.822416	Z2002	5.711	
28091	13	Chatla 28 Km	LRP006	Km Post	24.4685271	91.8236938	Z2002	6.03	
28092	14	Box Culvert	LRP006a	Culvert	24.461027800000004	91.8257493	Z2002	6.903	
28093	15	Km Post Broken	LRP007	Km Post	24.459805600000006	91.8258882	Z2002	7.03	
28094	16	Box Culvert	LRP007a	Culvert	24.4537222	91.8266938	Z2002	7.715	
28095	17	Chatla 26 Km	LRP008	Km Post	24.450777600000002	91.8280271	Z2002	8.03	True
28096	18	Box Culvert	LRP008a	Culvert	24.447833	91.8299993	Z2002	8.442	
28097	19	Box Culvert	LRP008b	Culvert	24.445888600000004	91.8311104	Z2002	8.684	
28098	20	Chatla 25 km	LRP009	Km Post	24.443333	91.8326938	Z2002	9.025	
28099	21	Bridge start	LRP009a	Bridge	24.4429997	91.8328327	Z2002	9.063	
28100	22	Bridge end	LRP009b	Bridge	24.4426108	91.8330271	Z2002	9.113	
28101	23	Box Culvert	LRP009c	Culvert	24.439888600000003	91.8366386	Z2002	9.703	
28102	24	Km broken	LRP010	Km Post	24.4369997	91.8369719	Z2002	10.025	
28103	25	Box Culvert	LRP010a	Culvert	24.4304993	91.8378608	Z2002	10.45	
28104	26	Chalta 23 Km	LRP011	Km Post	24.427999300000003	91.8381663	Z2002	11.025	
28105	27	Box Culvert	LRP011a	Culvert	24.4245271	91.8394997	Z2002	11.45	
28106	28	Box Culvert	LRP011b	Culvert	24.4210271	91.8416108	Z2002	11.894	
28107	29	Chatla 22 Km	LRP012	Km Post	24.419916	91.8423052	Z2002	12.025	
28108	30	Km missing	LRP013	Km Post	24.4120278	91.8474441	Z2002	13.025	
28109	31	Box Culvert	LRP013a	Culvert	24.411333300000006	91.8487219	Z2002	13.194	
28110	32	Chatla 20 Km	LRP014	Km Post	24.40775	91.85575	Z2002	14.025	
28111	33	Box Culvert	LRP014a	Culvert	24.4071944	91.8566944	Z2002	14.14	
28112	34	Box Culvert	LRP014b	Culvert	24.40525	91.8600833	Z2002	14.548	
28113	35	Chatla 19 Km	LRP015	Km Post	24.4034722	91.8643056	Z2002	15.02	
28114	36	Bridge start	LRP015a	Bridge	24.4030833	91.8651944	Z2002	15.12	
28115	37	Bridge end	LRP015b	Bridge	24.4029444	91.8655	Z2002	15.159	
28116	38	Chatla 18 Km	LRP016	Km Post	24.4002778	91.8734438	Z2002	16.02	
28117	39	Box Culvert	LRP016a	Culvert	24.399638600000007	91.8745271	Z2002	16.157	
28118	40	Box Culvert	LRP016b	Culvert	24.3966941	91.8813327	Z2002	16.923	
28119	41	Chalta 17 Km	LRP017	Km Post	24.3964163	91.8822216	Z2002	17.02	
28120	42	Box Culvert	LRP017a	Culvert	24.3961108	91.883166	Z2002	17.05	
28121	43	Box Culvert	LRP017b	Culvert	24.3957219	91.8844997	Z2002	17.266	
28122	44	Box culvert	LRP017c	Culvert	24.3948608	91.8868052	Z2002	17.518	
28123	45	Box culvert	LRP017d	Culvert	24.3946941	91.8871941	Z2002	17.563	
28124	46	Box culvert	LRP017e	Culvert	24.394638600000004	91.88727740000002	Z2002	17.577	
28125	47	Box culvert	LRP017f	Culvert	24.394583	91.8873608	Z2002	17.588	
28126	48	Box culvert	LRP017g	Culvert	24.3945274	91.8874719	Z2002	17.6	
28127	49	Box Culvert	LRP017h	Culvert	24.394194100000004	91.8882497	Z2002	17.689	
28128	50	Chatla 16 Km	LRP018	Km Post	24.392888600000006	91.8912774	Z2002	18.02	
28129	51	Box culvert	LRP018a	Culvert	24.3918608	91.8936108	Z2002	18.285	
28130	52	Bridge start	LRP018b	Bridge	24.3904163	91.8970274	Z2002	18.651	
28131	53	Bridge end	LRP018c	Bridge	24.390333	91.8970552	Z2002	18.674	
28132	54	Information missing	LRP019	Km Post	24.3879719	91.898583	Z2002	19.02	
28133	55	Rail road crossing	LRP019a	Rail Road Crossing	24.3824716	91.8999163	Z2002	19.729	
28134	56	Z2003 at Shamsher Nagar Left Kamalgonj,Right Brahman Bazar	LRP019b	Cross Road	24.381749300000006	91.9015556	Z2002	19.918	
28135	57	Km post missing	LRP020	Km Post	24.3810827	91.9023056	Z2002	20.02	
28136	58	Chatla 13 km	LRP021	Km Post	24.3750549	91.9094722	Z2002	21.02	
28137	59	Pipe Culvert	LRP021a	Culvert	24.3749438	91.9095	Z2002	21.028	
28138	60	Box Culvert	LRP021b	Culvert	24.3737493	91.9114444	Z2002	21.288	
28139	61	Information missing	LRP022	Km Post	24.3723327	91.9172493	Z2002	22.015	
28140	62	Chatla 11 km	LRP023	Km Post	24.3711938	91.9251938	Z2002	23.01	
28141	63	Bridge start	LRP023a	Bridge	24.371416	91.9264993	Z2002	23.15	
28142	64	Bridge end	LRP023b	Bridge	24.371416	91.9268604	Z2002	23.185	
28143	65	Box culvert	LRP023c	Culvert	24.3709716	91.9287493	Z2002	23.38	
28144	66	Km post missing	LRP024	Km Post	24.3696938	91.9344719	Z2002	24.01	
28145	67	Box culvert	LRP024a	Culvert	24.3696382	91.9355552	Z2002	24.124	
28146	68	Box culvert	LRP024b	Culvert	24.3666938	91.9379997	Z2002	24.618	
28147	69	Km post missing	LRP025	Km Post	24.3653333	91.9415552	Z2002	25.01	
28148	70	Box culvert	LRP025a	Culvert	24.3648611	91.9422774	Z2002	25.111	
28149	71	Box culvert	LRP025b	Culvert	24.365	91.9457497	Z2002	25.467	
28150	72	Information missing	LRP026	Km Post	24.3642222	91.9504722	Z2002	26.005	
28151	73	Box culvert	LRP026a	Culvert	24.3641389	91.9583611	Z2002	26.985	
28152	74	Information missing	LRP027	Km Post	24.3640556	91.9585833	Z2002	27.005	
28153	75	Bridge start	LRP027a	Bridge	24.3645833	91.9602222	Z2002	27.268	
28154	76	Bridge end	LRP027b	Bridge	24.3628889	91.9605278	Z2002	27.428	
28155	77	Box culvert	LRP027c	Culvert	24.3610556	91.961	Z2002	27.645	
28156	78	Km post missing	LRPE	Km Post	24.3580556	91.9627778	Z2002	28.005	
28157	79	Km post missing	LRP029	Km Post	24.3514722	91.9695827	Z2002	29.005	
28158	80	Box culvert	LRP029a	Culvert	24.3513333	91.9696938	Z2002	29.027	
28159	81	Box culvert	LRP029b	Culvert	24.3486663	91.973416	Z2002	29.509	
28160	82	Box culvert	LRP029c	Culvert	24.346333	91.9759716	Z2002	29.88	
28161	83	Information missing	LRP030	Km Post	24.3456108	91.9764993	Z2002	29.975	
28162	84	Box culvert	LRP030a	Culvert	24.3400552	91.9783882	Z2002	30.342	
28163	85	Information missing	LRP031	Km Post	24.3379441	91.9816938	Z2002	30.975	
28164	86	Box culvert	LRP031a	Culvert	24.3379163	91.9817216	Z2002	30.983	
28165	87	Box culvert	LRP031b	Culvert	24.3346663	91.984333	Z2002	31.436	
28166	88	Box culvert	LRP031c	Culvert	24.3321382	91.9869163	Z2002	31.824	
28167	89	Information missing	LRP032	Km Post	24.3310827	91.9880552	Z2002	31.971	
28168	90	Box culvert	LRP032a	Culvert	24.3288049	91.9904997	Z2002	32.339	
28169	91	Box culvert	LRP032b	Culvert	24.3260827	91.9933886	Z2002	32.758	
28170	92	Box culvert	LRP032c	Culvert	24.324666	91.9948608	Z2002	32.97	
28171	93	Information missing	LRP033	Km Post	24.324666	91.9948886	Z2002	32.984	
28172	94	Road end at Chatla Cheek Post	LRPE	Others	24.3229438	91.9958608	Z2002	33.089	
28173	0	Road start from R281 at Brahmanbazar.	LRPS	Others	24.5164444	91.9777216	Z2003	0.0	
28174	1	Box culvert	LRPSa	Culvert	24.515555600000006	91.977666	Z2003	0.106	
28175	2	Box culvert	LRPSb	Culvert	24.514527800000003	91.977416	Z2003	0.225	
28176	3	Box culvert	LRPSc	Culvert	24.5084722	91.9777771	Z2003	0.922	
28177	4	Km post missing	LRP001	Km Post	24.507777800000003	91.9779993	Z2003	1.0	
28178	5	Km post missing	LRP002	Km Post	24.4992219	91.9807493	Z2003	2.0	
28179	6	Pipe culvert	LRP002a	Culvert	24.493638600000004	91.9801938	Z2003	2.62	
28180	7	Km post missing	LRP003	Km Post	24.4902774	91.9799438	Z2003	3.0	
28181	8	Box culvert	LRP003a	Culvert	24.4899163	91.9798327	Z2003	3.042	
28182	9	Box culvert	LRP003b	Culvert	24.4861108	91.9785827	Z2003	3.486	
28183	10	Information missing	LRP004	Km Post	24.4815827	91.9771104	Z2003	4.0	
28184	11	Komolganj 20 km	LRP005	Km Post	24.4735271	91.9727493	Z2003	5.01	
28185	12	Km post missing	LRP006	Km Post	24.465277800000006	91.9693604	Z2003	6.01	
28186	13	Box culvert	LRP006a	Culvert	24.4605278	91.9679993	Z2003	6.587999999999999	
28187	14	Box culvert	LRP006b	Culvert	24.4593611	91.9661389	Z2003	6.816	
28188	15	Komolganj 19 km	LRP007	Km Post	24.4583333	91.9644722	Z2003	7.01	
28189	16	Box culvert	LRP007a	Culvert	24.4525556	91.9606667	Z2003	7.78	
28190	17	Komolganj 18 km	LRP008	Km Post	24.4505833	91.9596389	Z2003	8.02	
28191	18	Box culvert	LRP008a	Culvert	24.4498886	91.9590556	Z2003	8.124	
28192	19	Box culvert	LRP008b	Culvert	24.4487219	91.9579167	Z2003	8.317	
28193	20	Pipe culvert	LRP008c	Culvert	24.4469997	91.9564444	Z2003	8.52	
